symbol,starttime,start_LTP,endtime,end_LTP,change_pct,start_buySellRatio,end_buySellRatio,bidAskSpread_start,bidAskSpread_end
NSE:360ONE-EQ,2025-09-25 09:32:01.254906,1017.90,2025-09-25 09:55:08.150670,1025.00,0.712,1.3797,2.4324,0.4000,0.7000
NSE:360ONE-EQ,2025-09-25 09:58:10.202372,1022.30,2025-09-25 10:28:10.116004,1028.80,0.665,1.7183,2.1633,0.1000,0.1000
NSE:360ONE-EQ,2025-09-25 10:45:23.649744,1027.00,2025-09-25 11:15:23.404125,1020.30,0.667,1.8275,1.2340,0.1000,0.2000
NSE:3MINDIA-EQ,2025-09-25 14:27:31.614708,29200.00,2025-09-25 14:57:27.369205,28985.00,0.737,0.7711,0.6025,20.0000,20.0000
NSE:3MINDIA-EQ,2025-09-25 14:57:40.584924,29005.00,2025-09-25 15:12:17.691569,28835.00,0.664,0.6467,0.6080,30.0000,45.0000
NSE:63MOONS-EQ,2025-09-25 10:05:23.151659,914.00,2025-09-25 10:35:22.101898,906.10,0.818,0.3817,0.2771,0.5500,0.7000
NSE:63MOONS-EQ,2025-09-25 10:45:12.431019,902.00,2025-09-25 11:15:10.105209,908.40,0.684,0.2815,0.3371,0.9000,0.4500
NSE:63MOONS-EQ,2025-09-25 11:15:15.730775,908.40,2025-09-25 11:17:44.073429,914.10,0.672,0.3374,0.3769,0.9500,0.7500
NSE:63MOONS-EQ,2025-09-25 11:18:53.148018,916.65,2025-09-25 11:43:21.555726,912.00,0.695,0.4008,0.3408,1.0500,0.7000
NSE:63MOONS-EQ,2025-09-25 11:53:00.702127,911.75,2025-09-25 12:22:58.239237,917.50,0.700,0.3369,0.3895,0.5000,0.4500
NSE:63MOONS-EQ,2025-09-25 12:27:15.777822,917.00,2025-09-25 12:41:00.792019,922.90,0.662,0.3855,0.4008,0.8500,0.7000
NSE:63MOONS-EQ,2025-09-25 12:41:04.756661,922.90,2025-09-25 12:46:29.956988,916.05,0.709,0.3999,0.3453,0.7500,1.0500
NSE:63MOONS-EQ,2025-09-25 13:41:28.113387,912.70,2025-09-25 14:11:27.331481,903.95,0.932,0.3310,0.2614,0.7000,0.4000
NSE:63MOONS-EQ,2025-09-25 14:11:29.740570,903.55,2025-09-25 14:30:56.986041,895.40,0.841,0.2638,0.2283,0.4000,0.6000
NSE:63MOONS-EQ,2025-09-25 14:30:58.977894,895.40,2025-09-25 14:39:06.259609,902.00,0.739,0.2340,0.2697,0.7500,1.0000
NSE:63MOONS-EQ,2025-09-25 14:39:11.469657,902.00,2025-09-25 14:50:55.582379,898.00,0.684,0.2708,0.2006,0.8500,0.1000
NSE:63MOONS-EQ,2025-09-25 14:50:58.729616,898.00,2025-09-25 14:51:34.076306,891.00,0.694,0.2019,0.1845,0.1000,0.3500
NSE:AADHARHFC-EQ,2025-09-25 09:32:55.354794,536.70,2025-09-25 10:02:47.909667,540.60,0.764,0.3121,0.4342,0.3000,0.4000
NSE:AADHARHFC-EQ,2025-09-25 10:02:54.280900,541.05,2025-09-25 10:29:25.586729,537.40,0.675,0.4503,0.3015,0.2000,0.5000
NSE:AADHARHFC-EQ,2025-09-25 14:27:04.811257,534.05,2025-09-25 14:37:54.333828,530.60,0.669,0.2546,0.1865,0.0500,0.3000
NSE:AADHARHFC-EQ,2025-09-25 14:42:33.678454,531.45,2025-09-25 15:11:47.541241,528.00,0.668,0.1947,0.1374,0.3500,0.2500
NSE:AARTIDRUGS-EQ,2025-09-25 09:32:01.618715,519.80,2025-09-25 09:39:32.484100,523.05,0.727,0.3252,0.3529,0.5500,0.4000
NSE:AARTIDRUGS-EQ,2025-09-25 09:40:41.194528,524.75,2025-09-25 09:50:08.751120,521.00,0.725,0.3590,0.2529,0.5500,0.2500
NSE:AARTIDRUGS-EQ,2025-09-25 10:42:34.130828,522.50,2025-09-25 11:12:31.835486,519.00,0.689,0.2963,0.2636,0.3500,0.2500
NSE:AARTIDRUGS-EQ,2025-09-25 11:16:40.248341,519.85,2025-09-25 11:43:02.332554,516.80,0.664,0.2771,0.2700,0.4000,0.3000
NSE:AARTIDRUGS-EQ,2025-09-25 12:03:00.853492,516.00,2025-09-25 12:33:00.451991,512.15,0.731,0.2696,0.2389,0.3000,0.3500
NSE:AARTIDRUGS-EQ,2025-09-25 14:27:30.499327,510.00,2025-09-25 14:52:19.552518,507.00,0.661,0.2778,0.2267,0.3000,0.2500
NSE:AARTIDRUGS-EQ,2025-09-25 14:55:42.825870,507.75,2025-09-25 15:11:42.386167,504.15,0.679,0.2453,0.2205,0.0500,0.4500
NSE:AARTIIND-EQ,2025-09-25 09:34:08.026904,382.05,2025-09-25 10:00:11.934418,384.45,0.661,0.4336,0.6746,0.2000,0.2500
NSE:AARTIPHARM-EQ,2025-09-25 09:33:24.004083,856.00,2025-09-25 10:00:04.450682,860.80,0.666,0.9774,1.4244,0.7500,0.5500
NSE:AARTIPHARM-EQ,2025-09-25 10:08:32.795522,859.15,2025-09-25 10:38:32.239107,853.40,0.666,1.3284,1.0919,0.7000,0.7500
NSE:AARTIPHARM-EQ,2025-09-25 10:39:01.972486,852.00,2025-09-25 11:08:21.507689,857.20,0.666,1.0454,1.4138,0.6000,0.6500
NSE:AARTIPHARM-EQ,2025-09-25 11:08:22.610169,856.70,2025-09-25 11:18:39.137129,862.95,0.668,1.3581,1.4864,0.4500,0.8000
NSE:AARTIPHARM-EQ,2025-09-25 11:18:41.457953,862.95,2025-09-25 11:30:30.649376,856.65,0.716,1.4864,1.1835,0.8000,0.5500
NSE:AARTIPHARM-EQ,2025-09-25 13:19:31.385907,854.10,2025-09-25 13:26:07.627084,848.95,0.661,1.2681,0.9977,0.5500,0.2500
NSE:AARTIPHARM-EQ,2025-09-25 13:55:41.332225,849.75,2025-09-25 14:25:26.731423,844.70,0.662,1.0861,0.9474,0.2000,0.5500
NSE:AARTIPHARM-EQ,2025-09-25 14:48:35.676054,846.85,2025-09-25 15:13:22.041268,841.45,0.664,1.1607,1.1686,0.1500,0.3000
NSE:AAVAS-EQ,2025-09-25 09:39:26.624471,1651.50,2025-09-25 10:08:16.041393,1641.20,0.669,0.5575,0.8525,1.3000,0.6000
NSE:AAVAS-EQ,2025-09-25 12:32:13.006703,1632.90,2025-09-25 13:02:12.360689,1622.00,0.695,0.9404,0.8550,0.6000,1.5000
NSE:AAVAS-EQ,2025-09-25 13:48:51.173860,1622.00,2025-09-25 14:18:49.581065,1632.00,0.663,0.9111,0.9409,0.6000,0.9000
NSE:AAVAS-EQ,2025-09-25 14:18:54.531156,1632.00,2025-09-25 14:32:47.405413,1643.00,0.671,0.9424,1.0086,0.9000,1.0000
NSE:ABB-EQ,2025-09-25 09:44:33.343073,5197.20,2025-09-25 10:09:35.500285,5234.00,0.666,0.9129,1.5367,2.4000,2.4000
NSE:ABB-EQ,2025-09-25 10:10:55.173186,5228.60,2025-09-25 10:31:39.028550,5263.40,0.665,1.3979,1.4848,1.1000,2.8000
NSE:ABBOTINDIA-EQ,2025-09-25 10:12:39.973754,30135.00,2025-09-25 10:42:36.921323,30305.00,0.681,0.8855,1.0526,35.0000,35.0000
NSE:ABBOTINDIA-EQ,2025-09-25 12:41:46.945844,30420.00,2025-09-25 13:11:40.068035,30240.00,0.682,0.9380,0.7005,30.0000,25.0000
NSE:ABBOTINDIA-EQ,2025-09-25 13:30:15.900883,30250.00,2025-09-25 13:42:01.109059,30050.00,0.678,0.7570,0.6229,20.0000,30.0000
NSE:ABCAPITAL-EQ,2025-09-25 09:35:09.953162,293.30,2025-09-25 09:49:08.417388,291.45,0.665,1.0330,0.7974,0.1500,0.0500
NSE:ABCAPITAL-EQ,2025-09-25 09:49:10.454103,291.45,2025-09-25 09:55:26.650247,293.65,0.720,0.7974,1.0860,0.0500,0.1500
NSE:ABCAPITAL-EQ,2025-09-25 10:20:56.271787,293.50,2025-09-25 10:46:06.271027,291.55,0.673,0.9892,0.7926,0.0500,0.1000
NSE:ABCAPITAL-EQ,2025-09-25 14:04:19.827934,291.25,2025-09-25 14:34:17.834014,289.20,0.695,0.7450,0.5102,0.1000,0.1500
NSE:ABCAPITAL-EQ,2025-09-25 14:34:23.465174,289.35,2025-09-25 15:03:40.575627,287.30,0.691,0.5241,0.3960,0.0500,0.1500
NSE:ABCAPITAL-EQ,2025-09-25 15:03:41.019949,287.30,2025-09-25 15:09:52.696346,285.45,0.661,0.3960,0.4344,0.1500,0.0500
NSE:ABDL-EQ,2025-09-25 09:42:03.551796,532.35,2025-09-25 10:11:42.515693,535.00,0.663,0.5880,0.7681,0.0500,0.5000
NSE:ABDL-EQ,2025-09-25 10:11:42.926134,535.00,2025-09-25 10:37:23.491314,531.65,0.733,0.7681,0.5844,0.5000,0.2500
NSE:ABDL-EQ,2025-09-25 11:55:17.670010,529.25,2025-09-25 12:25:17.298096,525.60,0.694,0.4776,0.4081,0.5000,0.0500
NSE:ABDL-EQ,2025-09-25 13:26:44.183011,524.00,2025-09-25 13:47:02.772639,527.30,0.687,0.4248,0.5216,0.1000,0.5000
NSE:ABFRL-EQ,2025-09-25 10:07:21.739751,89.93,2025-09-25 10:37:20.631705,89.25,0.701,0.6033,0.3967,0.0600,0.0400
NSE:ABFRL-EQ,2025-09-25 10:37:21.443258,89.25,2025-09-25 10:52:52.581423,88.65,0.672,0.3982,0.3456,0.0400,0.0400
NSE:ABFRL-EQ,2025-09-25 11:04:01.212779,88.86,2025-09-25 11:34:00.779344,88.27,0.748,0.4231,0.3843,0.0400,0.0500
NSE:ABFRL-EQ,2025-09-25 11:41:01.800458,88.40,2025-09-25 12:10:41.213100,87.79,0.673,0.4559,0.3538,0.0100,0.0400
NSE:ABFRL-EQ,2025-09-25 12:10:41.645439,87.76,2025-09-25 12:38:40.273116,88.42,0.712,0.3538,0.4492,0.0400,0.0500
NSE:ABFRL-EQ,2025-09-25 13:50:28.062207,88.14,2025-09-25 14:20:23.282228,87.55,0.692,0.4098,0.3259,0.0300,0.0700
NSE:ABFRL-EQ,2025-09-25 14:23:48.261112,87.39,2025-09-25 14:48:23.646290,88.00,0.687,0.3371,0.5840,0.0300,0.0500
NSE:ABFRL-EQ,2025-09-25 14:58:04.289192,88.16,2025-09-25 15:14:38.752497,87.60,0.669,0.5465,0.4935,0.0200,0.0400
NSE:ABLBL-EQ,2025-09-25 09:39:24.391969,137.01,2025-09-25 09:49:31.299581,136.30,0.660,0.5884,0.3767,0.1000,0.0900
NSE:ABLBL-EQ,2025-09-25 09:49:31.662882,136.16,2025-09-25 09:58:27.902456,137.23,0.767,0.3767,0.4339,0.0900,0.0800
NSE:ABLBL-EQ,2025-09-25 11:48:31.489926,137.43,2025-09-25 12:11:18.194514,136.60,0.662,0.4856,0.4476,0.0700,0.0900
NSE:ABLBL-EQ,2025-09-25 12:11:21.875313,136.51,2025-09-25 12:32:07.019119,137.34,0.663,0.4476,0.5073,0.0900,0.0800
NSE:ABLBL-EQ,2025-09-25 12:33:15.665367,137.55,2025-09-25 13:01:14.149380,136.70,0.665,0.5035,0.4199,0.0400,0.1500
NSE:ABREL-EQ,2025-09-25 09:32:05.554342,1834.60,2025-09-25 09:53:36.036644,1820.90,0.671,0.7327,0.7072,1.4000,0.8000
NSE:ABREL-EQ,2025-09-25 11:35:47.660244,1813.20,2025-09-25 12:05:47.214235,1795.70,0.943,0.9457,0.6731,1.6000,0.8000
NSE:ABREL-EQ,2025-09-25 12:06:35.428291,1797.20,2025-09-25 12:36:35.377509,1782.00,0.813,0.6817,0.6827,2.0000,0.8000
NSE:ABREL-EQ,2025-09-25 13:35:05.964354,1788.60,2025-09-25 13:54:21.491026,1775.90,0.663,0.9673,0.8462,1.3000,1.4000
NSE:ABREL-EQ,2025-09-25 14:22:56.445422,1772.00,2025-09-25 14:52:51.720859,1787.80,0.872,0.8933,1.1370,1.0000,1.7000
NSE:ABREL-EQ,2025-09-25 14:52:58.928666,1793.00,2025-09-25 15:09:06.466085,1780.90,0.664,1.1998,0.9658,1.1000,0.9000
NSE:ABSLAMC-EQ,2025-09-25 11:40:49.026323,811.95,2025-09-25 12:10:48.935037,806.65,0.680,0.6031,0.4541,0.1000,0.5500
NSE:ABSLAMC-EQ,2025-09-25 13:43:45.230045,801.85,2025-09-25 14:13:44.451696,807.70,0.676,0.4705,0.6243,0.6000,0.5500
NSE:ABSLAMC-EQ,2025-09-25 14:13:46.327866,806.40,2025-09-25 14:20:04.496264,802.00,0.749,0.6243,0.4581,0.5500,0.3500
NSE:ACE-EQ,2025-09-25 09:32:32.925219,1129.00,2025-09-25 09:48:45.839530,1121.80,0.668,0.5865,0.6063,0.6000,0.9000
NSE:ACE-EQ,2025-09-25 09:48:52.696019,1121.80,2025-09-25 10:00:13.134658,1130.00,0.740,0.5970,0.8045,1.0000,0.8000
NSE:ACE-EQ,2025-09-25 10:00:15.180058,1130.00,2025-09-25 10:15:49.163936,1121.80,0.699,0.7996,0.6017,0.8000,1.0000
NSE:ACE-EQ,2025-09-25 10:15:55.629600,1122.70,2025-09-25 10:38:11.647010,1114.00,0.731,0.6053,0.5716,0.9000,0.5000
NSE:ACE-EQ,2025-09-25 12:12:26.327763,1115.10,2025-09-25 12:41:46.580074,1122.50,0.668,0.6580,0.7974,0.6000,0.5000
NSE:ACE-EQ,2025-09-25 14:45:52.148494,1119.00,2025-09-25 15:14:28.338211,1112.00,0.661,0.7656,0.6601,0.3000,0.1000
NSE:ACI-EQ,2025-09-25 09:36:28.370641,702.00,2025-09-25 09:58:04.209761,706.80,0.745,0.3142,0.4634,0.5000,0.9500
NSE:ACI-EQ,2025-09-25 10:56:24.456011,704.75,2025-09-25 11:26:19.901031,709.15,0.721,0.4541,0.4967,0.6000,0.0500
NSE:ACI-EQ,2025-09-25 11:26:22.753441,709.40,2025-09-25 11:56:01.507851,714.00,0.680,0.4967,0.5183,0.0500,0.5000
NSE:ACI-EQ,2025-09-25 11:56:04.245650,714.00,2025-09-25 12:04:47.309702,709.00,0.728,0.5186,0.4213,0.5000,0.8000
NSE:ACI-EQ,2025-09-25 12:04:52.446251,709.40,2025-09-25 12:29:02.670857,704.95,0.670,0.4250,0.4177,0.7500,0.7500
NSE:ACI-EQ,2025-09-25 14:19:10.976941,706.85,2025-09-25 14:49:09.582740,702.75,0.661,0.4773,0.3810,0.5500,0.6000
NSE:ACI-EQ,2025-09-25 14:49:12.284035,702.00,2025-09-25 14:58:55.696345,697.10,0.726,0.3810,0.3612,0.6000,0.5000
NSE:ACI-EQ,2025-09-25 14:58:58.395461,697.45,2025-09-25 15:08:19.053126,701.85,0.699,0.3612,0.3876,0.5000,0.6500
NSE:ACI-EQ,2025-09-25 15:08:19.939816,702.60,2025-09-25 15:13:27.290860,708.00,0.761,0.3893,0.3507,0.4000,0.3000
NSE:ACI-EQ,2025-09-25 15:13:34.101914,705.25,2025-09-25 15:14:23.823200,710.15,0.673,0.3381,0.3500,0.7000,0.6000
NSE:ACMESOLAR-EQ,2025-09-25 09:32:22.364266,281.75,2025-09-25 10:00:14.415945,283.45,0.666,0.6395,0.6388,0.2000,0.0500
NSE:ACMESOLAR-EQ,2025-09-25 10:00:16.025533,283.45,2025-09-25 10:04:33.477456,281.30,0.741,0.6388,0.5454,0.0500,0.2500
NSE:ACUTAAS-EQ,2025-09-25 09:32:29.257761,1418.00,2025-09-25 09:49:45.336726,1408.50,0.663,0.7199,0.8441,0.3000,0.7000
NSE:ACUTAAS-EQ,2025-09-25 09:55:18.557161,1412.60,2025-09-25 10:22:55.019721,1403.00,0.665,0.8101,0.6458,0.2000,0.6000
NSE:ACUTAAS-EQ,2025-09-25 10:23:01.036759,1403.00,2025-09-25 10:38:57.236122,1414.10,0.798,0.6575,0.9171,0.5000,0.7000
NSE:ACUTAAS-EQ,2025-09-25 10:59:03.795689,1411.20,2025-09-25 11:29:02.641586,1402.00,0.712,0.9119,0.7766,0.9000,0.4000
NSE:ACUTAAS-EQ,2025-09-25 11:29:54.100046,1402.00,2025-09-25 11:32:01.457289,1395.00,0.667,0.7760,0.5549,0.2000,0.1000
NSE:ACUTAAS-EQ,2025-09-25 11:32:01.875449,1397.20,2025-09-25 11:48:38.640180,1402.40,0.693,0.5549,0.6709,0.1000,0.8000
NSE:ACUTAAS-EQ,2025-09-25 12:07:19.976563,1400.20,2025-09-25 12:36:44.958386,1409.70,0.664,0.6392,0.8295,0.2000,1.2000
NSE:ACUTAAS-EQ,2025-09-25 14:55:34.880165,1416.60,2025-09-25 15:07:26.777183,1407.30,0.660,0.9627,0.8480,1.4000,0.9000
NSE:ADANIENSOL-EQ,2025-09-25 09:32:01.272977,900.70,2025-09-25 09:47:21.399232,894.15,0.661,0.7198,0.4054,0.4000,0.4000
NSE:ADANIENSOL-EQ,2025-09-25 09:48:55.268439,892.40,2025-09-25 09:57:04.740888,897.90,0.664,0.3770,0.5200,0.6500,0.1000
NSE:ADANIENSOL-EQ,2025-09-25 09:57:05.572607,897.90,2025-09-25 10:06:16.631382,891.90,0.688,0.5217,0.4040,0.1500,0.3000
NSE:ADANIENSOL-EQ,2025-09-25 10:06:17.092400,891.85,2025-09-25 10:28:54.676418,897.90,0.676,0.4105,0.5201,0.4000,0.1500
NSE:ADANIENSOL-EQ,2025-09-25 10:28:57.516316,897.60,2025-09-25 10:31:42.304261,903.20,0.727,0.4937,0.6551,0.4500,0.6000
NSE:ADANIENSOL-EQ,2025-09-25 10:31:42.714591,903.80,2025-09-25 10:40:05.811644,897.20,0.694,0.6551,0.4816,0.6000,0.2500
NSE:ADANIENSOL-EQ,2025-09-25 12:37:23.174830,896.15,2025-09-25 13:07:23.047933,902.10,0.689,0.6307,0.7817,0.3000,0.3500
NSE:ADANIENSOL-EQ,2025-09-25 13:20:37.283329,901.00,2025-09-25 13:50:14.430477,906.45,0.661,0.6279,0.8083,0.4500,0.3500
NSE:ADANIENSOL-EQ,2025-09-25 13:50:14.704451,906.45,2025-09-25 14:04:18.185042,900.55,0.670,0.8086,0.6362,0.4000,0.0500
NSE:ADANIENSOL-EQ,2025-09-25 14:35:42.992561,900.00,2025-09-25 15:05:42.729309,894.20,0.664,0.5169,0.3953,0.2500,0.1000
NSE:ADANIENT-EQ,2025-09-25 09:32:01.227243,2632.70,2025-09-25 09:46:24.343196,2614.60,0.695,0.7180,0.4685,0.3000,0.5000
NSE:ADANIENT-EQ,2025-09-25 09:47:07.071056,2612.60,2025-09-25 10:12:37.596968,2630.40,0.670,0.4667,0.6987,1.0000,0.4000
NSE:ADANIENT-EQ,2025-09-25 10:12:39.991607,2629.60,2025-09-25 10:31:42.292809,2647.00,0.677,0.6816,0.9411,0.7000,1.1000
NSE:ADANIENT-EQ,2025-09-25 10:31:42.698101,2646.80,2025-09-25 10:50:47.612014,2629.60,0.680,0.9411,0.6184,1.1000,0.9000
NSE:ADANIENT-EQ,2025-09-25 13:47:13.182462,2629.00,2025-09-25 14:14:27.290929,2611.00,0.662,0.6350,0.4846,0.5000,0.7000
NSE:ADANIENT-EQ,2025-09-25 14:14:27.708891,2611.70,2025-09-25 14:42:58.129192,2594.20,0.661,0.4850,0.3997,0.7000,0.2000
NSE:ADANIENT-EQ,2025-09-25 14:42:58.499908,2594.20,2025-09-25 15:09:39.423164,2575.00,0.765,0.3997,0.3817,0.2000,0.5000
NSE:ADANIGREEN-EQ,2025-09-25 09:32:00.357092,1109.55,2025-09-25 09:41:45.898115,1102.00,0.687,0.7949,0.4718,0.4500,0.3000
NSE:ADANIGREEN-EQ,2025-09-25 09:41:46.275762,1102.00,2025-09-25 09:45:11.197619,1094.50,0.678,0.4718,0.3535,0.3000,0.3500
NSE:ADANIGREEN-EQ,2025-09-25 09:45:12.032782,1094.50,2025-09-25 09:46:13.102647,1086.85,0.744,0.3707,0.3062,0.6500,0.3500
NSE:ADANIGREEN-EQ,2025-09-25 09:46:13.470981,1085.45,2025-09-25 09:55:58.827554,1093.00,0.672,0.3010,0.5033,0.7000,0.4000
NSE:ADANIGREEN-EQ,2025-09-25 10:01:11.511482,1091.10,2025-09-25 10:31:10.982076,1099.00,0.662,0.4710,0.5839,0.6000,0.4500
NSE:ADANIGREEN-EQ,2025-09-25 10:31:11.336895,1099.30,2025-09-25 10:31:42.297373,1107.50,0.714,0.6068,0.6628,0.2000,0.5000
NSE:ADANIGREEN-EQ,2025-09-25 10:31:42.701375,1106.45,2025-09-25 10:36:56.463940,1099.25,0.675,0.6405,0.5007,0.5500,0.5000
NSE:ADANIGREEN-EQ,2025-09-25 10:54:41.120777,1100.10,2025-09-25 11:23:49.607712,1093.20,0.661,0.5885,0.4604,0.1500,0.5000
NSE:ADANIGREEN-EQ,2025-09-25 11:25:40.599486,1095.50,2025-09-25 11:46:24.452564,1088.05,0.662,0.5495,0.4083,0.6500,0.5500
NSE:ADANIGREEN-EQ,2025-09-25 12:17:48.412683,1095.00,2025-09-25 12:46:02.253495,1087.40,0.667,0.5293,0.3929,0.2000,0.4000
NSE:ADANIGREEN-EQ,2025-09-25 13:09:35.557456,1092.20,2025-09-25 13:38:27.285148,1085.30,0.673,0.5070,0.4320,0.5500,0.0500
NSE:ADANIGREEN-EQ,2025-09-25 13:38:27.679161,1085.30,2025-09-25 13:45:03.461942,1093.75,0.756,0.4317,0.5258,0.0500,0.7500
NSE:ADANIGREEN-EQ,2025-09-25 13:45:05.002443,1096.85,2025-09-25 14:05:08.470420,1089.20,0.666,0.5429,0.4692,0.7000,0.3000
NSE:ADANIGREEN-EQ,2025-09-25 14:15:14.437204,1091.75,2025-09-25 14:45:14.102953,1084.15,0.664,0.5013,0.3844,0.4500,0.3500
NSE:ADANIGREEN-EQ,2025-09-25 14:45:34.173908,1085.00,2025-09-25 15:14:50.808119,1077.70,0.693,0.3960,0.3126,0.4000,0.1500
NSE:ADANIPORTS-EQ,2025-09-25 09:38:02.379323,1438.00,2025-09-25 09:49:04.371316,1428.10,0.661,0.8171,0.5640,0.1000,0.7000
NSE:ADANIPORTS-EQ,2025-09-25 10:31:21.019611,1438.40,2025-09-25 11:00:09.366362,1428.60,0.661,0.7652,0.5667,0.7000,0.1000
NSE:ADANIPORTS-EQ,2025-09-25 14:33:27.994891,1415.90,2025-09-25 15:03:23.843062,1406.10,0.660,0.4763,0.4575,0.4000,0.5000
NSE:ADANIPOWER-EQ,2025-09-25 09:32:00.362752,151.70,2025-09-25 09:35:24.421795,152.75,0.676,1.2406,1.2417,0.0500,0.1000
NSE:ADANIPOWER-EQ,2025-09-25 09:35:24.847912,152.75,2025-09-25 09:38:07.209839,153.80,0.688,1.2490,1.3967,0.1000,0.1000
NSE:ADANIPOWER-EQ,2025-09-25 09:38:07.622108,153.65,2025-09-25 09:41:59.410105,152.70,0.683,1.3962,0.6927,0.0500,0.0500
NSE:ADANIPOWER-EQ,2025-09-25 09:41:59.882079,152.65,2025-09-25 09:45:03.634793,151.65,0.671,0.6929,0.3756,0.0500,0.1000
NSE:ADANIPOWER-EQ,2025-09-25 09:45:04.373759,151.70,2025-09-25 09:47:54.852888,150.65,0.676,0.3721,1.4273,0.1000,0.0500
NSE:ADANIPOWER-EQ,2025-09-25 09:47:55.626127,150.55,2025-09-25 09:58:17.093424,151.80,0.797,1.4647,0.5060,0.0500,0.1500
NSE:ADANIPOWER-EQ,2025-09-25 09:58:17.572039,151.50,2025-09-25 10:00:33.780311,150.80,0.675,0.5060,0.5756,0.1500,0.1000
NSE:ADANIPOWER-EQ,2025-09-25 10:00:34.569277,150.80,2025-09-25 10:07:26.529078,149.60,0.779,0.5756,0.5059,0.1000,0.0500
NSE:ADANIPOWER-EQ,2025-09-25 10:07:26.918937,149.65,2025-09-25 10:11:50.917961,148.75,0.668,0.5076,0.4642,0.1000,0.1000
NSE:ADANIPOWER-EQ,2025-09-25 10:11:51.293296,148.70,2025-09-25 10:34:10.627562,149.75,0.672,0.4652,0.7822,0.1500,0.0500
NSE:ADANIPOWER-EQ,2025-09-25 10:34:11.085440,149.75,2025-09-25 10:54:46.394166,150.80,0.668,0.7822,0.5323,0.0500,0.0500
NSE:ADANIPOWER-EQ,2025-09-25 10:59:14.787378,151.00,2025-09-25 11:28:16.852496,150.05,0.662,0.5836,0.6236,0.0500,0.0500
NSE:ADANIPOWER-EQ,2025-09-25 11:28:17.201855,150.05,2025-09-25 11:57:31.962255,149.00,0.667,0.6237,0.5913,0.0500,0.0500
NSE:ADANIPOWER-EQ,2025-09-25 12:06:41.369987,148.60,2025-09-25 12:16:11.746389,149.55,0.673,0.5867,0.6182,0.0500,0.1500
NSE:ADANIPOWER-EQ,2025-09-25 12:32:17.380011,149.45,2025-09-25 12:56:05.646101,148.45,0.669,0.5983,0.5782,0.0500,0.0500
NSE:ADANIPOWER-EQ,2025-09-25 13:04:30.566376,148.70,2025-09-25 13:34:30.211686,147.60,0.673,0.5872,0.4750,0.0500,0.0500
NSE:ADANIPOWER-EQ,2025-09-25 13:42:54.875293,148.10,2025-09-25 14:12:54.522308,147.10,0.675,0.5245,0.5073,0.0500,0.0500
NSE:ADANIPOWER-EQ,2025-09-25 14:16:25.124229,147.20,2025-09-25 14:46:24.748772,146.35,0.662,0.4742,0.4900,0.0500,0.1000
NSE:ADANIPOWER-EQ,2025-09-25 14:46:25.119514,146.30,2025-09-25 15:08:12.205194,147.20,0.667,0.4904,0.5259,0.1000,0.0500
NSE:ADANIPOWER-EQ,2025-09-25 15:08:12.627127,147.20,2025-09-25 15:09:14.571874,148.20,0.679,0.5259,0.5691,0.0500,0.0500
NSE:ADANIPOWER-EQ,2025-09-25 15:09:14.911699,148.20,2025-09-25 15:11:04.610300,149.40,0.826,0.5711,0.5842,0.0500,0.1000
NSE:ADANIPOWER-EQ,2025-09-25 15:11:05.502435,149.25,2025-09-25 15:13:21.271515,148.15,0.670,0.5816,0.5555,0.0500,0.0500
NSE:ADVENZYMES-EQ,2025-09-25 09:32:02.085841,335.45,2025-09-25 09:35:09.952478,333.35,0.670,0.3388,0.3270,0.0500,0.2500
NSE:ADVENZYMES-EQ,2025-09-25 09:36:56.140451,332.00,2025-09-25 09:42:14.834877,334.20,0.828,0.3079,0.3659,0.1000,0.4000
NSE:ADVENZYMES-EQ,2025-09-25 09:42:17.627416,334.20,2025-09-25 09:46:28.528760,332.75,0.672,0.3671,0.3454,0.3500,0.2500
NSE:ADVENZYMES-EQ,2025-09-25 09:47:47.119062,332.55,2025-09-25 10:01:14.373323,334.35,0.684,0.3434,0.4114,0.2000,0.0500
NSE:ADVENZYMES-EQ,2025-09-25 10:01:16.304225,334.35,2025-09-25 10:24:46.360130,332.55,0.687,0.4119,0.4210,0.0500,0.2500
NSE:ADVENZYMES-EQ,2025-09-25 12:00:57.999966,330.85,2025-09-25 12:30:52.356205,328.35,0.771,0.4484,0.4153,0.2000,0.3000
NSE:ADVENZYMES-EQ,2025-09-25 14:31:07.048803,328.55,2025-09-25 14:59:04.937415,326.50,0.662,0.4168,0.4504,0.1000,0.1500
NSE:AEGISLOG-EQ,2025-09-25 09:32:02.048041,763.70,2025-09-25 09:37:41.154277,769.40,0.756,0.4761,0.5759,0.5500,0.4000
NSE:AEGISLOG-EQ,2025-09-25 09:40:21.076997,771.35,2025-09-25 10:08:07.493939,765.75,0.661,0.6358,0.6315,0.5000,0.5000
NSE:AEGISLOG-EQ,2025-09-25 10:19:55.023409,768.00,2025-09-25 10:37:47.656096,763.30,0.683,0.7146,0.4811,0.5000,0.6000
NSE:AEGISLOG-EQ,2025-09-25 11:12:32.200212,763.00,2025-09-25 11:42:29.384420,768.30,0.678,0.6116,0.7121,0.4000,0.4500
NSE:AEGISLOG-EQ,2025-09-25 11:42:29.763728,768.30,2025-09-25 11:45:04.218068,773.65,0.771,0.7142,0.8351,0.4500,0.8000
