symbol,side,starttime,start_LTP,endtime,end_LTP,change_pct
NSE:AGARWALEYE-EQ,SHORT,2025-10-03 09:50:58.079872,499.50,2025-10-03 10:12:53.168191,496.25,0.660
NSE:AGARWALEYE-EQ,LONG,2025-10-03 10:17:59.670916,497.05,2025-10-03 10:50:59.073116,500.25,0.710
NSE:AGARWALEYE-EQ,LONG,2025-10-03 10:50:59.928057,499.80,2025-10-03 11:12:38.467318,504.00,0.754
NSE:AGARWALEYE-EQ,SHORT,2025-10-03 11:36:50.870233,505.00,2025-10-03 12:09:49.723910,501.95,0.668
NSE:AGARWALEYE-EQ,LONG,2025-10-03 12:09:54.512657,501.95,2025-10-03 12:13:12.981436,505.20,0.688
NSE:AGARWALEYE-EQ,SHORT,2025-10-03 12:13:14.978951,505.00,2025-10-03 12:16:41.277182,502.05,0.722
NSE:AGARWALEYE-EQ,SHORT,2025-10-03 12:16:43.191008,501.45,2025-10-03 12:33:17.448039,497.55,0.748
NSE:AGARWALEYE-EQ,LONG,2025-10-03 14:27:22.707323,496.85,2025-10-03 15:00:20.329691,500.45,0.719
NSE:ICICIGI-EQ,SHORT,2025-10-03 09:38:54.015016,1919.50,2025-10-03 10:11:19.591184,1906.70,0.680
NSE:ICICIGI-EQ,SHORT,2025-10-03 10:56:01.095627,1909.50,2025-10-03 11:28:59.826327,1896.60,0.670
NSE:ICICIGI-EQ,LONG,2025-10-03 14:19:33.885931,1904.50,2025-10-03 14:52:32.852831,1916.90,0.662
NSE:VTL-EQ,SHORT,2025-10-03 09:52:19.077684,411.00,2025-10-03 10:21:00.733854,408.25,0.669
NSE:KAYNES-EQ,SHORT,2025-10-03 10:23:12.514820,7220.50,2025-10-03 10:46:52.512194,7170.50,0.665
NSE:CAMPUS-EQ,LONG,2025-10-03 13:46:21.381357,272.20,2025-10-03 14:19:12.602967,273.90,0.680
NSE:PICCADIL-EQ,SHORT,2025-10-03 09:37:28.854465,685.55,2025-10-03 09:50:27.082298,681.70,0.667
NSE:PICCADIL-EQ,LONG,2025-10-03 09:50:33.949919,681.70,2025-10-03 09:55:50.313813,686.00,0.723
NSE:PICCADIL-EQ,SHORT,2025-10-03 09:56:22.553253,687.05,2025-10-03 10:25:17.799148,682.95,0.691
NSE:PICCADIL-EQ,SHORT,2025-10-03 11:48:33.227884,683.40,2025-10-03 12:21:33.010310,677.45,0.736
NSE:PICCADIL-EQ,LONG,2025-10-03 12:21:43.032285,678.05,2025-10-03 12:52:55.630061,681.95,0.660
NSE:EASEMYTRIP-EQ,SHORT,2025-10-03 09:39:27.071112,8.12,2025-10-03 10:12:22.459298,8.06,0.739
NSE:EASEMYTRIP-EQ,LONG,2025-10-03 14:09:21.234693,8.11,2025-10-03 14:42:19.224435,8.16,0.679
NSE:AFFLE-EQ,SHORT,2025-10-03 09:41:38.764180,1955.20,2025-10-03 10:14:16.291637,1941.80,0.660
NSE:AFFLE-EQ,LONG,2025-10-03 12:14:56.517614,1922.00,2025-10-03 12:47:55.966343,1935.10,0.668
NSE:AFFLE-EQ,SHORT,2025-10-03 14:31:14.439131,1947.90,2025-10-03 14:58:31.947455,1935.90,0.662
NSE:TITAN-EQ,SHORT,2025-10-03 09:51:58.412470,3410.70,2025-10-03 10:14:31.651604,3388.00,0.671
NSE:TITAN-EQ,LONG,2025-10-03 10:43:44.056830,3388.00,2025-10-03 11:13:31.240437,3410.60,0.661
NSE:TITAN-EQ,LONG,2025-10-03 11:39:27.184376,3398.40,2025-10-03 12:12:19.136518,3421.70,0.668
NSE:TITAN-EQ,LONG,2025-10-03 13:23:18.616095,3406.50,2025-10-03 13:51:23.467008,3428.70,0.663
NSE:TITAN-EQ,LONG,2025-10-03 14:23:29.292809,3424.30,2025-10-03 14:52:21.990977,3446.70,0.660
NSE:CUMMINSIND-EQ,LONG,2025-10-03 09:45:37.772331,3842.70,2025-10-03 10:18:34.167047,3871.80,0.680
NSE:CUMMINSIND-EQ,LONG,2025-10-03 10:30:54.350804,3871.80,2025-10-03 11:03:44.653771,3896.30,0.661
NSE:CROMPTON-EQ,SHORT,2025-10-03 10:30:04.198142,295.80,2025-10-03 11:02:29.009649,293.85,0.693
NSE:ASHOKA-EQ,SHORT,2025-10-03 09:35:00.246271,187.30,2025-10-03 10:07:57.131949,185.97,0.798
NSE:ASHOKA-EQ,LONG,2025-10-03 13:43:01.779651,186.89,2025-10-03 14:15:30.825143,188.02,0.661
NSE:IONEXCHANG-EQ,SHORT,2025-10-03 09:35:01.040878,413.50,2025-10-03 09:50:06.095902,409.95,0.763
NSE:IONEXCHANG-EQ,SHORT,2025-10-03 09:51:45.441733,410.70,2025-10-03 10:12:49.139901,407.70,0.676
NSE:IONEXCHANG-EQ,LONG,2025-10-03 10:44:10.771618,407.00,2025-10-03 11:15:52.914001,409.80,0.676
NSE:IONEXCHANG-EQ,LONG,2025-10-03 12:45:10.804604,407.40,2025-10-03 13:18:04.389695,409.85,0.670
NSE:IONEXCHANG-EQ,LONG,2025-10-03 13:57:28.125681,408.90,2025-10-03 14:30:23.390539,411.40,0.703
NSE:HGINFRA-EQ,SHORT,2025-10-03 09:38:35.135225,966.10,2025-10-03 10:11:34.881405,959.55,0.735
NSE:INFIBEAM-EQ,SHORT,2025-10-03 09:44:05.330101,16.63,2025-10-03 10:12:13.863218,16.52,0.661
NSE:INFIBEAM-EQ,LONG,2025-10-03 10:12:15.042058,16.52,2025-10-03 10:29:16.409734,16.65,0.787
NSE:TATSILV-EQ,LONG,2025-10-03 10:22:41.524121,14.06,2025-10-03 10:55:39.459905,14.16,0.676
NSE:TATSILV-EQ,SHORT,2025-10-03 10:59:19.101149,14.12,2025-10-03 11:32:19.044186,14.02,0.708
NSE:TATSILV-EQ,LONG,2025-10-03 11:32:20.658856,14.02,2025-10-03 11:41:26.347408,14.12,0.678
NSE:SURYAROSNI-EQ,LONG,2025-10-03 09:35:00.227994,287.95,2025-10-03 10:07:04.152757,290.20,0.807
NSE:SURYAROSNI-EQ,SHORT,2025-10-03 10:07:04.562982,290.20,2025-10-03 10:18:15.650287,289.00,0.671
NSE:SURYAROSNI-EQ,LONG,2025-10-03 11:30:02.452656,289.50,2025-10-03 12:02:55.054139,292.00,0.717
NSE:SURYAROSNI-EQ,SHORT,2025-10-03 12:06:06.331674,292.15,2025-10-03 12:11:20.789014,291.20,0.674
NSE:SURYAROSNI-EQ,LONG,2025-10-03 12:19:01.581392,290.85,2025-10-03 12:45:21.213993,292.30,0.663
NSE:SURYAROSNI-EQ,SHORT,2025-10-03 12:48:17.570413,292.55,2025-10-03 13:08:25.137173,290.95,0.675
NSE:SURYAROSNI-EQ,LONG,2025-10-03 13:49:07.667676,292.05,2025-10-03 14:04:08.473606,293.50,0.669
NSE:SURYAROSNI-EQ,LONG,2025-10-03 14:16:19.014321,293.00,2025-10-03 14:45:09.489792,295.00,0.674
NSE:FEDERALBNK-EQ,SHORT,2025-10-03 10:00:35.174203,194.88,2025-10-03 10:29:31.157410,193.60,0.670
NSE:FEDERALBNK-EQ,SHORT,2025-10-03 10:35:46.417010,193.88,2025-10-03 11:05:44.668272,192.60,0.660
NSE:FEDERALBNK-EQ,LONG,2025-10-03 11:05:46.264384,192.60,2025-10-03 11:33:47.901334,194.00,0.745
NSE:FEDERALBNK-EQ,SHORT,2025-10-03 11:33:48.263610,194.00,2025-10-03 11:48:27.957865,192.66,0.698
NSE:FEDERALBNK-EQ,LONG,2025-10-03 11:48:50.502956,192.61,2025-10-03 12:05:51.161129,194.00,0.662
NSE:INGERRAND-EQ,LONG,2025-10-03 09:36:02.833079,4131.00,2025-10-03 10:00:32.155682,4157.00,0.661
NSE:INGERRAND-EQ,SHORT,2025-10-03 10:00:33.937354,4157.00,2025-10-03 10:03:38.437179,4125.30,0.664
NSE:INGERRAND-EQ,SHORT,2025-10-03 10:08:24.413196,4128.10,2025-10-03 10:41:20.243076,4106.00,0.667
NSE:INGERRAND-EQ,SHORT,2025-10-03 14:02:27.801537,4093.70,2025-10-03 14:09:52.207565,4070.30,0.662
NSE:INGERRAND-EQ,LONG,2025-10-03 14:12:36.857106,4079.10,2025-10-03 14:45:35.124689,4120.00,0.728
NSE:DDEVPLSTIK-EQ,SHORT,2025-10-03 12:07:02.181007,346.85,2025-10-03 12:40:01.475528,344.15,0.736
NSE:DDEVPLSTIK-EQ,LONG,2025-10-03 12:42:38.568393,344.15,2025-10-03 12:56:24.078798,346.65,0.661
NSE:DDEVPLSTIK-EQ,LONG,2025-10-03 13:49:17.818732,346.65,2025-10-03 14:21:34.330417,348.95,0.664
NSE:DDEVPLSTIK-EQ,SHORT,2025-10-03 14:27:16.123565,350.00,2025-10-03 14:56:27.494599,347.45,0.679
NSE:NUVAMA-EQ,LONG,2025-10-03 09:35:02.180257,6714.00,2025-10-03 09:48:18.046181,6762.00,0.696
NSE:NUVAMA-EQ,LONG,2025-10-03 09:49:05.470108,6752.00,2025-10-03 09:58:00.235408,6799.00,0.663
NSE:NUVAMA-EQ,SHORT,2025-10-03 09:58:01.493286,6799.00,2025-10-03 10:17:37.103211,6750.00,0.662
NSE:NUVAMA-EQ,SHORT,2025-10-03 10:17:37.530256,6750.50,2025-10-03 10:45:59.029959,6698.00,0.804
NSE:NUVAMA-EQ,SHORT,2025-10-03 10:45:59.803119,6699.00,2025-10-03 11:04:39.993375,6644.00,0.773
NSE:NUVAMA-EQ,LONG,2025-10-03 11:17:03.189822,6628.00,2025-10-03 11:43:32.066312,6668.00,0.664
NSE:NUVAMA-EQ,LONG,2025-10-03 11:48:38.423998,6652.00,2025-10-03 12:21:19.039380,6699.00,0.661
NSE:SDBL-EQ,LONG,2025-10-03 09:37:38.154806,125.00,2025-10-03 10:05:28.858909,125.79,0.669
NSE:SDBL-EQ,LONG,2025-10-03 12:25:01.533078,125.90,2025-10-03 12:49:50.875204,126.84,0.667
NSE:SDBL-EQ,SHORT,2025-10-03 13:13:19.305478,126.49,2025-10-03 13:46:17.006087,125.55,0.704
NSE:SDBL-EQ,LONG,2025-10-03 13:47:11.285148,125.38,2025-10-03 14:10:13.467023,126.15,0.666
NSE:SUPRIYA-EQ,SHORT,2025-10-03 09:35:01.061070,746.95,2025-10-03 09:40:38.106833,742.00,0.717
NSE:SUPRIYA-EQ,SHORT,2025-10-03 09:40:40.560083,741.40,2025-10-03 09:44:54.365681,736.40,0.705
NSE:SUPRIYA-EQ,SHORT,2025-10-03 09:44:59.314684,736.25,2025-10-03 10:11:47.934264,730.05,0.737
NSE:SUPRIYA-EQ,LONG,2025-10-03 10:30:21.449943,729.45,2025-10-03 10:38:30.300683,733.75,0.666
NSE:SUPRIYA-EQ,LONG,2025-10-03 13:38:47.210016,730.90,2025-10-03 13:59:41.463492,735.00,0.661
NSE:SUPRIYA-EQ,SHORT,2025-10-03 14:27:12.214431,733.40,2025-10-03 14:57:13.609474,727.30,0.662
NSE:ASTRAL-EQ,SHORT,2025-10-03 09:57:17.143362,1371.00,2025-10-03 10:29:38.480650,1361.40,0.682
NSE:ASTRAL-EQ,LONG,2025-10-03 12:39:34.248075,1364.80,2025-10-03 13:12:34.244814,1374.10,0.689
NSE:ASTRAL-EQ,LONG,2025-10-03 14:33:20.531861,1372.50,2025-10-03 15:00:11.947074,1381.70,0.667
NSE:CARTRADE-EQ,LONG,2025-10-03 09:35:01.054058,2479.80,2025-10-03 09:53:09.735621,2495.00,0.662
NSE:CARTRADE-EQ,SHORT,2025-10-03 09:54:37.314934,2492.90,2025-10-03 10:27:37.083236,2476.80,0.664
NSE:CARTRADE-EQ,SHORT,2025-10-03 11:08:38.665697,2470.60,2025-10-03 11:41:38.038908,2454.80,0.664
NSE:CARTRADE-EQ,SHORT,2025-10-03 11:56:09.029576,2456.90,2025-10-03 12:28:57.606604,2442.00,0.665
NSE:CARTRADE-EQ,LONG,2025-10-03 13:29:34.495071,2438.50,2025-10-03 14:02:27.294016,2457.00,0.849
NSE:CARTRADE-EQ,LONG,2025-10-03 14:02:30.973551,2457.00,2025-10-03 14:27:12.211133,2475.00,0.665
NSE:EIMCOELECO-EQ,LONG,2025-10-03 09:35:01.053193,1819.60,2025-10-03 09:38:29.110364,1831.00,0.690
NSE:EIMCOELECO-EQ,SHORT,2025-10-03 09:38:32.354010,1835.60,2025-10-03 10:04:01.332194,1817.80,0.683
NSE:EIMCOELECO-EQ,SHORT,2025-10-03 10:04:06.959919,1817.80,2025-10-03 10:20:16.645263,1808.00,0.685
NSE:EIMCOELECO-EQ,LONG,2025-10-03 10:27:24.757237,1799.10,2025-10-03 10:42:55.803612,1810.00,0.694
NSE:EIMCOELECO-EQ,LONG,2025-10-03 10:46:47.180688,1805.70,2025-10-03 11:17:13.620787,1818.50,0.739
NSE:EIMCOELECO-EQ,LONG,2025-10-03 13:57:46.984041,1802.20,2025-10-03 14:19:18.201371,1815.00,0.660
NSE:USHAMART-EQ,SHORT,2025-10-03 09:35:01.068058,457.70,2025-10-03 09:35:39.518432,454.50,1.002
NSE:USHAMART-EQ,SHORT,2025-10-03 09:35:40.370721,454.50,2025-10-03 09:56:46.235743,451.70,0.671
NSE:USHAMART-EQ,LONG,2025-10-03 10:46:07.488745,451.15,2025-10-03 11:05:53.967426,454.05,0.671
NSE:USHAMART-EQ,LONG,2025-10-03 11:21:09.745790,452.80,2025-10-03 11:53:50.615796,456.10,0.663
NSE:USHAMART-EQ,LONG,2025-10-03 12:14:50.915168,456.35,2025-10-03 12:47:46.353670,460.55,0.997
NSE:USHAMART-EQ,SHORT,2025-10-03 13:29:31.788711,462.50,2025-10-03 14:01:47.186166,459.15,0.665
NSE:DOLLAR-EQ,SHORT,2025-10-03 09:43:57.824920,372.25,2025-10-03 10:12:13.871675,369.70,0.685
NSE:DOLLAR-EQ,LONG,2025-10-03 13:42:47.284338,369.55,2025-10-03 14:13:41.091275,372.00,0.677
NSE:DOLLAR-EQ,LONG,2025-10-03 14:20:04.727947,371.20,2025-10-03 14:48:16.651588,373.55,0.667
NSE:IOB-EQ,SHORT,2025-10-03 09:35:03.402397,40.02,2025-10-03 09:50:25.539185,39.76,0.675
NSE:IOB-EQ,LONG,2025-10-03 09:50:28.271633,39.76,2025-10-03 09:56:01.543721,40.04,0.717
NSE:IOB-EQ,SHORT,2025-10-03 09:56:01.947231,40.04,2025-10-03 10:12:15.920458,39.75,0.662
NSE:IOB-EQ,LONG,2025-10-03 11:31:36.836738,39.69,2025-10-03 12:04:34.305743,39.95,0.706
NSE:IOB-EQ,SHORT,2025-10-03 12:08:33.701908,40.11,2025-10-03 12:35:13.601744,39.84,0.673
NSE:IRB-EQ,LONG,2025-10-03 12:29:24.963145,41.50,2025-10-03 13:01:01.306175,41.77,0.675
NSE:IRB-EQ,LONG,2025-10-03 13:33:44.384277,41.72,2025-10-03 14:05:09.185129,41.98,0.671
NSE:PARAS-EQ,LONG,2025-10-03 09:35:01.302493,706.85,2025-10-03 09:41:40.383062,712.00,0.679
NSE:PARAS-EQ,SHORT,2025-10-03 09:41:41.255336,712.00,2025-10-03 09:56:07.701585,707.00,0.699
NSE:PARAS-EQ,SHORT,2025-10-03 09:59:58.201391,709.20,2025-10-03 10:12:33.109958,704.70,0.698
NSE:PARAS-EQ,LONG,2025-10-03 10:25:29.028378,706.25,2025-10-03 10:58:06.040141,710.40,0.684
NSE:PARAS-EQ,SHORT,2025-10-03 10:58:09.619238,710.40,2025-10-03 11:27:31.771642,705.95,0.672
NSE:PARAS-EQ,LONG,2025-10-03 11:27:33.812253,705.95,2025-10-03 11:38:17.531799,710.75,0.684
NSE:PARAS-EQ,LONG,2025-10-03 11:58:05.707690,708.55,2025-10-03 12:28:05.776641,713.70,0.663
NSE:PARAS-EQ,LONG,2025-10-03 12:28:06.217702,713.70,2025-10-03 12:43:16.776258,718.75,0.683
NSE:PARAS-EQ,LONG,2025-10-03 12:45:28.463835,717.95,2025-10-03 12:56:12.041775,722.50,0.672
NSE:PARAS-EQ,SHORT,2025-10-03 12:56:13.240850,722.60,2025-10-03 13:26:48.235568,718.00,0.668
NSE:PARAS-EQ,LONG,2025-10-03 13:56:23.413007,717.90,2025-10-03 14:29:22.709391,722.10,0.662
NSE:VIPIND-EQ,LONG,2025-10-03 09:35:04.231179,418.80,2025-10-03 09:58:10.955575,421.35,0.693
NSE:VIPIND-EQ,SHORT,2025-10-03 09:58:11.374094,421.35,2025-10-03 10:05:41.424207,418.35,0.700
NSE:VIPIND-EQ,LONG,2025-10-03 11:05:04.949598,416.00,2025-10-03 11:36:14.368553,418.55,0.661
NSE:JKPAPER-EQ,SHORT,2025-10-03 09:35:00.079578,405.40,2025-10-03 09:48:04.028055,402.05,0.667
NSE:JKPAPER-EQ,LONG,2025-10-03 09:48:05.276004,402.50,2025-10-03 09:55:16.198491,405.00,0.734
NSE:JKPAPER-EQ,LONG,2025-10-03 09:55:18.288096,405.00,2025-10-03 10:02:59.016013,410.00,1.166
NSE:JKPAPER-EQ,LONG,2025-10-03 10:03:00.266875,409.60,2025-10-03 10:06:47.574620,414.95,1.299
NSE:JKPAPER-EQ,LONG,2025-10-03 10:06:48.431441,414.85,2025-10-03 10:07:56.399026,419.85,1.193
NSE:JKPAPER-EQ,LONG,2025-10-03 10:07:57.570589,419.85,2025-10-03 10:10:06.061712,424.00,1.006
NSE:JKPAPER-EQ,SHORT,2025-10-03 10:10:06.451504,424.65,2025-10-03 10:11:25.611317,422.00,0.665
NSE:JKPAPER-EQ,LONG,2025-10-03 10:11:26.432177,422.00,2025-10-03 10:12:43.982600,425.40,0.699
NSE:JKPAPER-EQ,LONG,2025-10-03 10:12:44.376923,425.00,2025-10-03 10:13:17.346850,428.00,0.717
NSE:JKPAPER-EQ,LONG,2025-10-03 10:13:18.082711,427.55,2025-10-03 10:13:49.426341,431.20,0.707
NSE:JKPAPER-EQ,LONG,2025-10-03 10:13:50.341375,430.95,2025-10-03 10:14:01.076157,434.05,0.836
NSE:JKPAPER-EQ,LONG,2025-10-03 10:14:01.471905,433.40,2025-10-03 10:14:27.952369,437.15,0.714
NSE:JKPAPER-EQ,LONG,2025-10-03 10:14:28.469967,437.10,2025-10-03 10:14:58.515832,440.90,0.675
NSE:JKPAPER-EQ,LONG,2025-10-03 10:14:58.924369,440.25,2025-10-03 10:15:16.129684,443.10,0.664
NSE:JKPAPER-EQ,SHORT,2025-10-03 10:15:16.537777,443.65,2025-10-03 10:15:25.834425,439.50,0.840
NSE:JKPAPER-EQ,SHORT,2025-10-03 10:15:26.558730,438.95,2025-10-03 10:15:35.451946,436.00,0.683
NSE:JKPAPER-EQ,SHORT,2025-10-03 10:15:35.870200,436.00,2025-10-03 10:16:43.670933,433.00,0.683
NSE:JKPAPER-EQ,SHORT,2025-10-03 10:16:44.118786,432.90,2025-10-03 10:18:01.657865,429.75,0.705
NSE:JKPAPER-EQ,SHORT,2025-10-03 10:18:02.513205,429.55,2025-10-03 10:19:53.733708,426.75,0.687
NSE:JKPAPER-EQ,LONG,2025-10-03 10:19:53.986528,426.75,2025-10-03 10:22:03.812590,430.35,0.668
NSE:JKPAPER-EQ,LONG,2025-10-03 10:22:04.528762,429.50,2025-10-03 10:26:12.421901,432.45,0.745
NSE:JKPAPER-EQ,SHORT,2025-10-03 10:26:13.272930,432.75,2025-10-03 10:32:48.882019,430.20,0.664
NSE:JKPAPER-EQ,LONG,2025-10-03 10:32:49.710826,430.20,2025-10-03 10:38:48.762065,433.70,0.744
NSE:JKPAPER-EQ,SHORT,2025-10-03 10:38:49.168609,433.15,2025-10-03 10:48:24.455247,430.20,0.698
NSE:JKPAPER-EQ,LONG,2025-10-03 10:48:25.275534,430.20,2025-10-03 11:01:44.523716,433.45,0.680
NSE:JKPAPER-EQ,LONG,2025-10-03 11:01:45.205969,433.40,2025-10-03 11:02:10.189962,436.85,0.790
NSE:JKPAPER-EQ,SHORT,2025-10-03 11:02:10.623964,436.70,2025-10-03 11:04:54.546268,434.20,0.664
NSE:JKPAPER-EQ,LONG,2025-10-03 11:04:55.749427,433.90,2025-10-03 11:15:47.318118,436.80,0.720
NSE:JKPAPER-EQ,SHORT,2025-10-03 11:15:48.270780,436.80,2025-10-03 11:23:29.130851,433.70,0.738
NSE:JKPAPER-EQ,SHORT,2025-10-03 11:23:29.537097,433.55,2025-10-03 11:28:06.748597,430.45,0.692
NSE:JKPAPER-EQ,SHORT,2025-10-03 11:28:09.553010,430.25,2025-10-03 11:32:38.218240,427.50,0.749
NSE:JKPAPER-EQ,SHORT,2025-10-03 11:32:38.752145,427.50,2025-10-03 11:37:29.363985,424.55,0.661
NSE:JKPAPER-EQ,LONG,2025-10-03 11:37:29.904420,424.55,2025-10-03 11:46:23.446271,427.90,0.665
NSE:JKPAPER-EQ,SHORT,2025-10-03 11:46:23.849798,427.10,2025-10-03 11:48:05.916621,424.70,0.673
NSE:JKPAPER-EQ,LONG,2025-10-03 11:48:06.310272,424.70,2025-10-03 12:05:51.772550,427.25,0.677
NSE:JKPAPER-EQ,LONG,2025-10-03 12:05:53.828221,427.45,2025-10-03 12:06:48.106424,431.00,0.883
NSE:JKPAPER-EQ,SHORT,2025-10-03 12:06:48.865888,430.85,2025-10-03 12:09:05.040715,427.55,0.788
NSE:JKPAPER-EQ,LONG,2025-10-03 12:09:05.449550,427.55,2025-10-03 12:26:02.124613,431.45,0.812
NSE:JKPAPER-EQ,SHORT,2025-10-03 12:26:02.912923,431.50,2025-10-03 12:26:38.950791,428.20,0.667
NSE:JKPAPER-EQ,SHORT,2025-10-03 12:26:39.772890,429.05,2025-10-03 12:32:30.434374,426.50,0.664
NSE:JKPAPER-EQ,SHORT,2025-10-03 12:39:31.724927,427.80,2025-10-03 13:12:31.351935,425.10,0.678
NSE:JKPAPER-EQ,SHORT,2025-10-03 13:21:13.141168,426.90,2025-10-03 13:27:33.299721,423.75,0.715
NSE:JKPAPER-EQ,LONG,2025-10-03 13:27:34.148050,423.75,2025-10-03 13:45:39.629631,426.50,0.673
NSE:JKPAPER-EQ,LONG,2025-10-03 13:45:40.488796,426.25,2025-10-03 14:16:34.319539,429.55,0.715
NSE:JKPAPER-EQ,LONG,2025-10-03 14:16:35.035857,429.70,2025-10-03 14:19:43.085605,432.70,0.692
NSE:JKPAPER-EQ,LONG,2025-10-03 14:19:43.526515,432.70,2025-10-03 14:21:21.836506,435.70,0.670
NSE:JKPAPER-EQ,SHORT,2025-10-03 14:21:22.713422,435.70,2025-10-03 14:23:13.564174,432.25,0.695
NSE:JKPAPER-EQ,SHORT,2025-10-03 14:23:13.966033,432.25,2025-10-03 14:24:15.068414,429.75,0.671
NSE:JKPAPER-EQ,SHORT,2025-10-03 14:24:15.482178,429.70,2025-10-03 14:34:14.674142,426.55,0.687
NSE:JKPAPER-EQ,LONG,2025-10-03 14:34:15.934962,426.55,2025-10-03 14:40:32.390305,429.75,0.691
NSE:JKPAPER-EQ,SHORT,2025-10-03 14:40:34.859049,429.55,2025-10-03 14:55:46.930167,426.50,0.687
NSE:DIAMONDYD-EQ,LONG,2025-10-03 09:35:01.315138,1020.10,2025-10-03 09:57:23.641695,1027.40,0.701
NSE:DIAMONDYD-EQ,SHORT,2025-10-03 09:57:29.590641,1027.40,2025-10-03 10:21:16.041240,1020.30,0.662
NSE:DIAMONDYD-EQ,LONG,2025-10-03 14:01:06.618375,1015.80,2025-10-03 14:30:53.162329,1020.30,0.664
NSE:GESHIP-EQ,SHORT,2025-10-03 09:35:03.376595,1026.25,2025-10-03 09:46:13.139928,1018.85,0.668
NSE:GESHIP-EQ,LONG,2025-10-03 09:46:13.909877,1018.85,2025-10-03 09:53:12.153854,1025.90,0.697
NSE:GESHIP-EQ,LONG,2025-10-03 09:53:17.299746,1026.80,2025-10-03 10:09:25.924924,1033.75,0.819
NSE:GESHIP-EQ,LONG,2025-10-03 10:09:26.302596,1033.75,2025-10-03 10:28:31.333238,1041.05,0.704
NSE:GESHIP-EQ,SHORT,2025-10-03 10:29:03.490754,1044.50,2025-10-03 10:33:31.899820,1037.40,0.685
NSE:GESHIP-EQ,LONG,2025-10-03 10:33:33.534374,1037.45,2025-10-03 10:58:19.791248,1044.05,0.680
NSE:GESHIP-EQ,LONG,2025-10-03 11:02:47.589001,1045.00,2025-10-03 11:34:35.172962,1051.55,0.673
NSE:GESHIP-EQ,SHORT,2025-10-03 11:34:36.081649,1051.50,2025-10-03 11:44:59.225151,1044.55,0.678
NSE:GESHIP-EQ,LONG,2025-10-03 11:45:00.418672,1044.55,2025-10-03 11:53:31.639157,1051.50,0.666
NSE:GESHIP-EQ,LONG,2025-10-03 11:53:32.041620,1051.50,2025-10-03 12:10:25.084096,1058.95,0.671
NSE:GESHIP-EQ,SHORT,2025-10-03 12:10:25.853653,1058.00,2025-10-03 12:14:32.436901,1051.00,0.661
NSE:GESHIP-EQ,LONG,2025-10-03 12:14:32.826836,1051.60,2025-10-03 12:21:30.654874,1058.50,0.668
NSE:GESHIP-EQ,LONG,2025-10-03 12:21:31.763278,1058.70,2025-10-03 12:47:10.541461,1065.90,0.699
NSE:GESHIP-EQ,SHORT,2025-10-03 12:47:10.914819,1066.50,2025-10-03 12:58:10.141223,1058.75,0.661
NSE:GESHIP-EQ,LONG,2025-10-03 12:58:12.201291,1058.45,2025-10-03 13:26:28.695581,1066.00,0.661
NSE:GESHIP-EQ,SHORT,2025-10-03 13:26:36.964052,1066.00,2025-10-03 13:59:36.305763,1057.50,0.734
NSE:GESHIP-EQ,LONG,2025-10-03 13:59:45.869173,1051.05,2025-10-03 14:05:21.224418,1057.90,0.666
NSE:GESHIP-EQ,SHORT,2025-10-03 14:05:21.603455,1057.90,2025-10-03 14:15:02.741104,1051.00,0.661
NSE:LINDEINDIA-EQ,SHORT,2025-10-03 09:52:31.537868,6292.00,2025-10-03 10:21:11.544168,6250.50,0.675
NSE:UTIAMC-EQ,SHORT,2025-10-03 10:00:57.847724,1329.50,2025-10-03 10:33:56.843483,1319.80,0.745
NSE:UTIAMC-EQ,LONG,2025-10-03 10:42:25.311047,1314.60,2025-10-03 11:13:56.478071,1323.50,0.662
NSE:UTIAMC-EQ,SHORT,2025-10-03 11:14:01.691034,1323.50,2025-10-03 11:25:34.008017,1313.90,0.665
NSE:UTIAMC-EQ,SHORT,2025-10-03 12:04:41.085448,1316.40,2025-10-03 12:37:04.432970,1308.00,0.661
NSE:GRANULES-EQ,LONG,2025-10-03 09:35:04.223278,548.85,2025-10-03 09:56:51.101992,552.50,0.716
NSE:GRANULES-EQ,SHORT,2025-10-03 10:02:55.457962,553.55,2025-10-03 10:35:52.018436,549.85,0.687
NSE:GRANULES-EQ,SHORT,2025-10-03 10:35:52.843951,549.85,2025-10-03 10:50:09.238108,546.15,0.664
NSE:GRANULES-EQ,LONG,2025-10-03 10:50:10.076743,546.15,2025-10-03 11:04:30.393345,550.15,0.687
NSE:GRANULES-EQ,LONG,2025-10-03 11:04:32.484910,549.70,2025-10-03 11:15:06.661523,553.50,0.696
NSE:GRANULES-EQ,LONG,2025-10-03 11:46:17.821323,552.65,2025-10-03 12:19:16.509178,556.30,0.660
NSE:GRANULES-EQ,LONG,2025-10-03 12:19:17.740835,556.30,2025-10-03 12:29:16.849175,560.35,0.764
NSE:GRANULES-EQ,LONG,2025-10-03 12:36:33.460315,558.25,2025-10-03 13:09:29.875184,562.10,0.703
NSE:GRANULES-EQ,SHORT,2025-10-03 13:54:11.702132,560.80,2025-10-03 14:27:08.192946,557.50,0.664
NSE:RECLTD-EQ,SHORT,2025-10-03 10:14:36.444715,377.50,2025-10-03 10:46:05.015847,375.10,0.662
NSE:RECLTD-EQ,LONG,2025-10-03 11:32:52.730644,376.05,2025-10-03 12:05:49.519592,378.65,0.698
NSE:NEWGEN-EQ,SHORT,2025-10-03 09:41:18.338310,897.00,2025-10-03 10:12:39.153927,891.65,0.660
