symbol,side,starttime,start_LTP,endtime,end_LTP,change_pct
NSE:ASHAPURMIN-EQ,LONG,2025-10-03 11:31:23.585787,690.90,2025-10-03 11:31:24.399133,695.55,0.702
NSE:ASHAPURMIN-EQ,LONG,2025-10-03 11:31:24.798145,695.55,2025-10-03 11:35:08.906784,700.40,0.701
NSE:ASHAPURMIN-EQ,LONG,2025-10-03 11:35:11.768605,700.00,2025-10-03 11:42:27.303238,705.90,0.832
NSE:ASHAPURMIN-EQ,LONG,2025-10-03 11:42:27.715615,706.40,2025-10-03 11:48:46.412615,711.80,0.765
NSE:ASHAPURMIN-EQ,SHORT,2025-10-03 11:48:47.219036,711.80,2025-10-03 11:50:40.587185,706.60,0.720
NSE:ASHAPURMIN-EQ,SHORT,2025-10-03 11:50:41.322862,706.60,2025-10-03 12:07:39.134820,701.85,0.697
NSE:ASHAPURMIN-EQ,SHORT,2025-10-03 12:07:41.874440,701.90,2025-10-03 12:13:53.493368,696.10,0.723
NSE:ASHAPURMIN-EQ,SHORT,2025-10-03 12:13:53.897089,696.10,2025-10-03 12:19:25.782837,691.65,0.721
NSE:ASHAPURMIN-EQ,SHORT,2025-10-03 12:19:26.925643,691.65,2025-10-03 12:23:09.831510,686.60,0.683
NSE:ASHAPURMIN-EQ,LONG,2025-10-03 12:23:10.140406,686.60,2025-10-03 12:34:11.644394,691.75,0.695
NSE:ASHAPURMIN-EQ,LONG,2025-10-03 12:34:12.078693,691.75,2025-10-03 12:55:15.741657,697.00,0.767
NSE:ASHAPURMIN-EQ,SHORT,2025-10-03 13:15:14.792959,697.85,2025-10-03 13:20:58.311885,693.55,0.666
NSE:ASHAPURMIN-EQ,LONG,2025-10-03 13:32:19.597644,694.15,2025-10-03 14:05:12.329509,699.25,0.670
NSE:ASHAPURMIN-EQ,SHORT,2025-10-03 14:05:14.364456,698.25,2025-10-03 14:15:00.718226,694.50,0.665
NSE:ASHAPURMIN-EQ,SHORT,2025-10-03 14:26:35.978907,697.10,2025-10-03 14:31:39.112790,692.00,0.664
NSE:GNFC-EQ,SHORT,2025-10-03 09:42:44.277121,500.80,2025-10-03 10:10:26.636294,497.80,0.669
NSE:GNFC-EQ,LONG,2025-10-03 12:16:49.178902,498.80,2025-10-03 12:48:08.405377,502.05,0.702
NSE:TIPSMUSIC-EQ,SHORT,2025-10-03 09:39:42.662952,578.80,2025-10-03 10:12:41.556940,574.30,0.790
NSE:TIPSMUSIC-EQ,LONG,2025-10-03 10:12:42.376828,574.40,2025-10-03 10:30:47.894315,578.10,0.670
NSE:TIPSMUSIC-EQ,SHORT,2025-10-03 10:58:43.458706,578.45,2025-10-03 11:31:23.134398,574.80,0.661
NSE:TIPSMUSIC-EQ,LONG,2025-10-03 12:33:24.297179,571.05,2025-10-03 12:56:18.927306,575.05,0.661
NSE:TIPSMUSIC-EQ,LONG,2025-10-03 13:47:06.449652,574.10,2025-10-03 14:18:40.539389,578.85,0.678
NSE:AHLUCONT-EQ,LONG,2025-10-03 09:35:02.954268,990.15,2025-10-03 10:01:08.077650,996.80,0.758
NSE:AHLUCONT-EQ,SHORT,2025-10-03 10:01:41.063056,998.90,2025-10-03 10:32:27.304939,992.90,0.661
NSE:AHLUCONT-EQ,LONG,2025-10-03 12:17:59.800964,994.00,2025-10-03 12:49:41.156389,1000.85,0.669
NSE:AHLUCONT-EQ,SHORT,2025-10-03 12:59:02.376366,999.50,2025-10-03 13:32:02.371030,992.20,0.663
NSE:AHLUCONT-EQ,SHORT,2025-10-03 13:32:03.571017,992.00,2025-10-03 13:37:04.442139,985.75,0.683
NSE:AHLUCONT-EQ,LONG,2025-10-03 13:37:09.632707,985.75,2025-10-03 14:06:35.872711,994.85,1.195
NSE:GLAND-EQ,LONG,2025-10-03 11:51:52.966669,1950.20,2025-10-03 12:24:49.451943,1963.20,0.679
NSE:GLAND-EQ,LONG,2025-10-03 12:33:13.479112,1960.00,2025-10-03 12:51:22.392276,1973.20,0.702
NSE:GLAND-EQ,SHORT,2025-10-03 12:52:11.772769,1973.60,2025-10-03 13:25:08.201036,1958.30,0.682
NSE:FDC-EQ,SHORT,2025-10-03 09:53:03.736124,457.50,2025-10-03 10:18:17.686603,454.50,0.683
NSE:FDC-EQ,LONG,2025-10-03 10:49:50.859556,454.05,2025-10-03 11:22:46.582895,457.40,0.754
NSE:FDC-EQ,LONG,2025-10-03 11:22:49.798174,457.35,2025-10-03 11:51:05.453492,460.95,0.667
NSE:ARKADE-EQ,SHORT,2025-10-03 09:35:01.083874,171.26,2025-10-03 09:37:54.970667,170.19,0.665
NSE:ARKADE-EQ,SHORT,2025-10-03 09:39:33.425557,170.76,2025-10-03 10:12:33.131114,169.42,0.840
NSE:ARKADE-EQ,LONG,2025-10-03 12:45:17.646652,169.68,2025-10-03 13:17:35.153524,170.90,0.663
NSE:ARKADE-EQ,LONG,2025-10-03 13:35:48.929161,170.48,2025-10-03 13:48:27.954483,171.45,0.699
NSE:ARKADE-EQ,SHORT,2025-10-03 13:48:54.450439,171.75,2025-10-03 14:21:09.791796,170.52,0.661
NSE:PREMIERENE-EQ,LONG,2025-10-03 09:36:52.659481,1030.50,2025-10-03 10:01:43.125463,1038.30,0.664
NSE:PREMIERENE-EQ,SHORT,2025-10-03 10:01:44.350187,1037.30,2025-10-03 10:09:55.637706,1031.20,0.694
NSE:PREMIERENE-EQ,LONG,2025-10-03 10:09:56.035035,1031.20,2025-10-03 10:22:18.296044,1037.40,0.684
NSE:PREMIERENE-EQ,LONG,2025-10-03 10:33:48.331091,1037.00,2025-10-03 11:01:12.735788,1042.60,0.671
NSE:PREMIERENE-EQ,SHORT,2025-10-03 11:12:54.244983,1044.70,2025-10-03 11:45:53.740607,1037.70,0.660
NSE:PREMIERENE-EQ,SHORT,2025-10-03 13:01:59.961430,1034.00,2025-10-03 13:34:59.878463,1026.90,0.725
NSE:PREMIERENE-EQ,LONG,2025-10-03 13:35:00.301003,1027.00,2025-10-03 13:38:44.436207,1033.40,0.682
NSE:PREMIERENE-EQ,LONG,2025-10-03 14:08:23.145957,1029.50,2025-10-03 14:41:22.148498,1036.80,0.670
NSE:PREMIERENE-EQ,LONG,2025-10-03 14:42:05.948767,1035.90,2025-10-03 15:00:09.901523,1042.50,0.661
NSE:63MOONS-EQ,SHORT,2025-10-03 09:50:59.171225,862.95,2025-10-03 10:09:05.795505,857.00,0.742
NSE:63MOONS-EQ,LONG,2025-10-03 11:00:31.808144,855.60,2025-10-03 11:33:29.284815,861.00,0.748
NSE:63MOONS-EQ,SHORT,2025-10-03 11:44:59.223805,867.95,2025-10-03 12:17:57.783393,860.75,0.692
NSE:63MOONS-EQ,LONG,2025-10-03 12:35:09.104418,858.00,2025-10-03 12:59:23.709753,863.40,0.661
NSE:HUDCO-EQ,SHORT,2025-10-03 10:37:08.718232,232.69,2025-10-03 11:05:20.131698,231.18,0.662
NSE:HUDCO-EQ,SHORT,2025-10-03 11:15:21.991781,232.19,2025-10-03 11:45:56.183675,230.65,0.683
NSE:HUDCO-EQ,LONG,2025-10-03 11:45:56.991721,230.65,2025-10-03 12:07:09.716886,232.13,0.668
NSE:HUDCO-EQ,LONG,2025-10-03 12:07:10.555176,232.13,2025-10-03 12:37:20.080292,233.75,0.678
NSE:HUDCO-EQ,LONG,2025-10-03 12:37:20.452025,233.75,2025-10-03 12:39:52.086635,235.63,0.796
NSE:HUDCO-EQ,LONG,2025-10-03 12:39:53.181559,235.90,2025-10-03 12:42:07.718130,237.31,0.668
NSE:HUDCO-EQ,SHORT,2025-10-03 12:42:08.882293,237.30,2025-10-03 12:45:21.223950,235.61,0.674
NSE:HUDCO-EQ,SHORT,2025-10-03 12:45:26.086674,235.80,2025-10-03 13:16:21.966081,234.30,0.661
NSE:GUJTHEM-EQ,LONG,2025-10-03 09:35:02.955608,403.75,2025-10-03 09:51:26.059530,406.50,0.724
NSE:GUJTHEM-EQ,LONG,2025-10-03 10:12:15.046413,405.05,2025-10-03 10:43:50.878748,408.15,0.672
NSE:GUJTHEM-EQ,SHORT,2025-10-03 11:00:08.091244,408.65,2025-10-03 11:26:06.616041,405.70,0.667
NSE:GUJTHEM-EQ,LONG,2025-10-03 12:28:22.638384,406.60,2025-10-03 13:01:20.932633,409.80,0.701
NSE:GUJTHEM-EQ,LONG,2025-10-03 13:05:01.626571,410.00,2025-10-03 13:37:57.744774,413.40,0.804
NSE:GUJTHEM-EQ,LONG,2025-10-03 13:38:00.592796,413.25,2025-10-03 13:38:58.856555,416.25,0.701
NSE:GUJTHEM-EQ,LONG,2025-10-03 13:39:01.310804,416.85,2025-10-03 13:46:17.496013,418.90,0.810
NSE:GUJTHEM-EQ,SHORT,2025-10-03 13:46:20.998547,419.35,2025-10-03 13:49:25.402460,417.00,0.673
NSE:GUJTHEM-EQ,LONG,2025-10-03 13:49:26.630486,417.00,2025-10-03 13:51:05.008222,419.70,0.744
NSE:GUJTHEM-EQ,LONG,2025-10-03 13:51:07.461821,419.70,2025-10-03 14:04:11.846639,422.90,0.661
NSE:GUJTHEM-EQ,LONG,2025-10-03 14:04:30.972047,422.05,2025-10-03 14:09:57.052640,424.70,0.681
NSE:GUJTHEM-EQ,SHORT,2025-10-03 14:09:57.417267,424.70,2025-10-03 14:33:45.743905,421.75,0.718
NSE:GUJTHEM-EQ,LONG,2025-10-03 14:33:49.440150,421.40,2025-10-03 14:39:36.126920,424.70,0.735
NSE:GUJTHEM-EQ,SHORT,2025-10-03 14:39:37.366354,424.55,2025-10-03 14:56:02.131020,421.80,0.665
NSE:GUJTHEM-EQ,LONG,2025-10-03 14:57:51.826585,421.15,2025-10-03 14:59:48.388981,423.45,0.666
NSE:ESCORTS-EQ,SHORT,2025-10-03 09:41:36.324437,3602.80,2025-10-03 10:14:35.176665,3579.70,0.683
NSE:ESCORTS-EQ,SHORT,2025-10-03 10:30:44.306150,3590.60,2025-10-03 10:55:55.903313,3565.70,0.674
NSE:INOXINDIA-EQ,LONG,2025-10-03 09:35:02.166263,1171.60,2025-10-03 09:55:24.302395,1179.10,0.726
NSE:INOXINDIA-EQ,LONG,2025-10-03 10:01:11.358485,1180.90,2025-10-03 10:34:01.208550,1188.70,0.661
NSE:INOXINDIA-EQ,LONG,2025-10-03 12:04:50.691451,1186.40,2025-10-03 12:37:49.365921,1195.50,0.775
NSE:INOXINDIA-EQ,LONG,2025-10-03 13:13:44.106933,1200.90,2025-10-03 13:46:43.595482,1208.90,0.675
NSE:INOXINDIA-EQ,LONG,2025-10-03 14:13:10.613111,1203.40,2025-10-03 14:37:37.226444,1212.50,0.660
NSE:IGL-EQ,SHORT,2025-10-03 09:35:00.081449,208.12,2025-10-03 09:46:05.434866,206.62,0.685
NSE:IGL-EQ,SHORT,2025-10-03 09:59:10.830981,206.69,2025-10-03 10:17:33.549733,205.40,0.670
NSE:IGL-EQ,LONG,2025-10-03 14:00:31.252360,205.51,2025-10-03 14:32:19.157847,206.90,0.671
NSE:IGL-EQ,LONG,2025-10-03 14:32:19.431579,206.85,2025-10-03 14:53:59.680104,208.30,0.669
NSE:KRBL-EQ,SHORT,2025-10-03 09:39:19.764259,348.05,2025-10-03 10:06:53.513429,345.90,0.661
NSE:KRBL-EQ,LONG,2025-10-03 10:19:51.672237,345.70,2025-10-03 10:52:47.588278,348.60,0.701
NSE:KRBL-EQ,SHORT,2025-10-03 10:52:47.991560,348.25,2025-10-03 10:53:14.420072,345.65,0.818
NSE:KRBL-EQ,SHORT,2025-10-03 12:08:30.311673,346.65,2025-10-03 12:19:08.860810,344.15,0.664
NSE:KRBL-EQ,LONG,2025-10-03 12:23:28.634545,344.30,2025-10-03 12:56:11.219417,346.50,0.668
NSE:KRBL-EQ,SHORT,2025-10-03 14:38:29.873813,349.65,2025-10-03 14:52:50.578342,347.15,0.694
NSE:MAPMYINDIA-EQ,LONG,2025-10-03 09:35:06.231850,1630.90,2025-10-03 09:40:00.852052,1641.90,0.785
NSE:MAPMYINDIA-EQ,LONG,2025-10-03 09:40:03.240473,1642.80,2025-10-03 09:46:30.860888,1656.30,0.770
NSE:MAPMYINDIA-EQ,LONG,2025-10-03 14:08:33.856646,1656.90,2025-10-03 14:41:31.331882,1669.00,0.682
NSE:NATIONALUM-EQ,LONG,2025-10-03 09:35:01.036419,216.40,2025-10-03 09:49:36.389981,217.82,0.663
NSE:NATIONALUM-EQ,LONG,2025-10-03 09:49:37.185273,217.81,2025-10-03 09:53:14.991204,219.33,0.689
NSE:NATIONALUM-EQ,LONG,2025-10-03 09:53:15.230149,219.33,2025-10-03 10:23:43.421520,220.80,0.677
NSE:NATIONALUM-EQ,LONG,2025-10-03 10:23:44.643016,220.99,2025-10-03 10:32:47.262550,222.47,0.674
NSE:NATIONALUM-EQ,LONG,2025-10-03 10:32:47.711624,222.51,2025-10-03 10:34:43.765183,223.99,0.679
NSE:NATIONALUM-EQ,SHORT,2025-10-03 10:34:44.198405,224.01,2025-10-03 10:44:06.548146,222.45,0.725
NSE:NATIONALUM-EQ,SHORT,2025-10-03 10:44:06.925929,222.48,2025-10-03 10:46:11.474584,220.99,0.672
NSE:NATIONALUM-EQ,SHORT,2025-10-03 10:50:33.318953,221.80,2025-10-03 11:23:32.714642,220.27,0.667
NSE:NATIONALUM-EQ,LONG,2025-10-03 11:23:33.145842,220.27,2025-10-03 11:32:51.081406,221.82,0.690
NSE:NATIONALUM-EQ,LONG,2025-10-03 11:32:51.896758,221.84,2025-10-03 11:53:21.195698,223.29,0.660
NSE:NATIONALUM-EQ,SHORT,2025-10-03 12:12:55.559606,223.89,2025-10-03 12:41:48.767534,222.42,0.661
NSE:NATIONALUM-EQ,SHORT,2025-10-03 12:56:09.983140,223.34,2025-10-03 13:29:09.208718,221.75,0.669
NSE:NATIONALUM-EQ,SHORT,2025-10-03 14:14:05.171777,222.26,2025-10-03 14:33:27.629802,220.72,0.662
NSE:IOLCP-EQ,SHORT,2025-10-03 09:35:00.264277,107.18,2025-10-03 09:39:25.797697,106.55,0.681
NSE:IOLCP-EQ,LONG,2025-10-03 09:39:27.062378,106.60,2025-10-03 10:01:29.046195,107.29,0.774
NSE:IOLCP-EQ,SHORT,2025-10-03 10:01:30.289582,107.29,2025-10-03 10:12:32.305213,106.70,0.661
NSE:IOLCP-EQ,SHORT,2025-10-03 10:12:33.128807,106.70,2025-10-03 10:44:11.802156,105.99,0.661
NSE:IOLCP-EQ,SHORT,2025-10-03 12:07:05.766834,106.06,2025-10-03 12:33:32.749616,105.48,0.669
NSE:IOLCP-EQ,LONG,2025-10-03 13:46:56.743060,106.11,2025-10-03 14:19:54.746417,106.80,0.665
NSE:IOLCP-EQ,SHORT,2025-10-03 14:19:57.218536,106.80,2025-10-03 14:51:38.718235,106.06,0.698
NSE:IOLCP-EQ,SHORT,2025-10-03 14:51:39.050734,106.06,2025-10-03 14:54:43.778953,105.36,0.712
NSE:CDSL-EQ,LONG,2025-10-03 09:45:58.629355,1479.60,2025-10-03 10:14:46.798344,1489.60,0.679
NSE:CHOICEIN-EQ,LONG,2025-10-03 13:58:40.428812,775.25,2025-10-03 14:30:37.884119,780.00,0.661
NSE:PROSTARM-EQ,LONG,2025-10-03 09:36:06.493417,199.25,2025-10-03 09:53:20.979458,200.64,0.660
NSE:PROSTARM-EQ,SHORT,2025-10-03 09:53:24.570210,200.66,2025-10-03 10:06:58.131019,198.60,0.873
NSE:PROSTARM-EQ,LONG,2025-10-03 10:19:31.134569,198.00,2025-10-03 10:27:17.867585,199.18,0.703
NSE:PROSTARM-EQ,SHORT,2025-10-03 10:27:19.414001,198.99,2025-10-03 10:46:50.066212,197.74,0.718
NSE:PROSTARM-EQ,LONG,2025-10-03 10:46:51.685606,197.74,2025-10-03 11:03:07.929407,199.00,0.670
NSE:PROSTARM-EQ,LONG,2025-10-03 11:03:13.716150,199.00,2025-10-03 11:13:13.451742,200.63,0.668
NSE:PROSTARM-EQ,SHORT,2025-10-03 11:16:12.975469,200.99,2025-10-03 11:49:12.569739,199.26,0.724
NSE:PROSTARM-EQ,LONG,2025-10-03 12:35:50.075424,198.94,2025-10-03 13:08:49.622477,200.70,0.933
NSE:PROSTARM-EQ,LONG,2025-10-03 13:09:56.343039,200.64,2025-10-03 13:40:01.517467,202.00,0.676
NSE:PROSTARM-EQ,LONG,2025-10-03 13:40:44.412215,201.50,2025-10-03 13:45:09.497862,202.80,0.673
NSE:PROSTARM-EQ,LONG,2025-10-03 13:58:59.741182,202.20,2025-10-03 14:31:56.564708,203.48,0.680
NSE:PROSTARM-EQ,LONG,2025-10-03 14:31:57.429745,203.34,2025-10-03 14:52:21.161650,205.00,0.698
NSE:WABAG-EQ,SHORT,2025-10-03 09:55:21.913108,1417.00,2025-10-03 10:28:18.599079,1407.70,0.705
NSE:REDINGTON-EQ,LONG,2025-10-03 09:35:04.229901,280.20,2025-10-03 09:39:50.691307,282.35,0.705
NSE:REDINGTON-EQ,SHORT,2025-10-03 09:39:55.574556,282.00,2025-10-03 09:42:10.508060,280.30,0.664
NSE:REDINGTON-EQ,SHORT,2025-10-03 09:57:19.979294,280.85,2025-10-03 10:12:22.593406,279.05,0.667
NSE:REDINGTON-EQ,LONG,2025-10-03 13:45:49.314690,278.30,2025-10-03 14:18:48.475814,280.10,0.665
NSE:REDINGTON-EQ,LONG,2025-10-03 14:18:50.877735,280.05,2025-10-03 14:24:00.611110,282.10,0.660
NSE:REDINGTON-EQ,SHORT,2025-10-03 14:24:01.455874,282.10,2025-10-03 14:35:35.896725,280.20,0.665
NSE:EBGNG-EQ,SHORT,2025-10-03 09:35:02.176153,356.05,2025-10-03 09:47:09.042675,353.70,0.716
NSE:EBGNG-EQ,SHORT,2025-10-03 09:48:18.038468,353.80,2025-10-03 10:06:17.890439,351.65,0.720
NSE:EBGNG-EQ,SHORT,2025-10-03 10:17:24.282612,353.00,2025-10-03 10:37:05.143532,350.65,0.666
NSE:EBGNG-EQ,LONG,2025-10-03 10:59:44.380267,351.55,2025-10-03 11:32:40.276796,353.00,0.662
NSE:EBGNG-EQ,SHORT,2025-10-03 11:32:44.334088,353.00,2025-10-03 11:58:21.519393,352.05,0.664
NSE:EBGNG-EQ,SHORT,2025-10-03 11:58:47.778527,351.70,2025-10-03 12:18:38.374213,349.30,0.661
NSE:EBGNG-EQ,LONG,2025-10-03 12:37:28.697853,349.20,2025-10-03 13:10:20.034000,350.85,0.716
NSE:EBGNG-EQ,LONG,2025-10-03 13:30:50.141156,351.05,2025-10-03 14:03:41.648870,353.85,0.684
NSE:EBGNG-EQ,LONG,2025-10-03 14:03:45.969971,352.80,2025-10-03 14:33:38.897420,355.20,0.666
NSE:NAVA-EQ,SHORT,2025-10-03 09:38:42.020731,655.00,2025-10-03 10:11:01.571718,650.15,0.672
NSE:NAVA-EQ,SHORT,2025-10-03 11:47:35.030673,650.90,2025-10-03 12:18:45.618470,646.80,0.661
NSE:NAVA-EQ,SHORT,2025-10-03 12:18:46.814957,646.80,2025-10-03 12:34:34.563327,642.25,0.684
NSE:NAVA-EQ,LONG,2025-10-03 12:34:35.807450,642.25,2025-10-03 12:48:12.386218,646.50,0.701
NSE:NAVA-EQ,LONG,2025-10-03 14:44:03.601220,646.25,2025-10-03 15:00:12.334410,650.50,0.669
NSE:ANANDRATHI-EQ,SHORT,2025-10-03 09:35:05.835107,2909.50,2025-10-03 09:45:12.424280,2888.20,0.737
NSE:ANANDRATHI-EQ,SHORT,2025-10-03 09:45:19.685868,2888.20,2025-10-03 10:16:44.895121,2867.10,0.672
NSE:ANANDRATHI-EQ,LONG,2025-10-03 14:19:21.833635,2850.00,2025-10-03 14:52:21.593966,2870.00,0.696
NSE:ROSSTECH-EQ,LONG,2025-10-03 09:35:02.946905,737.75,2025-10-03 09:51:12.379988,744.00,0.841
NSE:ROSSTECH-EQ,SHORT,2025-10-03 09:51:19.646351,744.00,2025-10-03 10:12:41.532058,738.00,0.750
NSE:ROSSTECH-EQ,SHORT,2025-10-03 10:39:41.168991,737.80,2025-10-03 11:09:40.544778,733.00,0.809
NSE:ROSSTECH-EQ,SHORT,2025-10-03 12:02:18.532926,735.50,2025-10-03 12:26:58.283297,730.00,0.666
NSE:ROSSTECH-EQ,SHORT,2025-10-03 13:01:47.998162,731.85,2025-10-03 13:34:40.568321,725.70,0.697
NSE:ROSSTECH-EQ,SHORT,2025-10-03 13:34:43.443085,725.75,2025-10-03 13:48:29.192197,721.65,0.685
NSE:ROSSTECH-EQ,SHORT,2025-10-03 13:55:55.386872,723.95,2025-10-03 14:16:24.227807,719.45,0.815
NSE:ROSSTECH-EQ,LONG,2025-10-03 14:16:26.675829,718.15,2025-10-03 14:31:01.104750,723.30,0.682
NSE:BELRISE-EQ,SHORT,2025-10-03 09:35:01.056504,162.16,2025-10-03 10:06:03.061102,160.95,0.700
NSE:BELRISE-EQ,SHORT,2025-10-03 10:06:03.354087,160.95,2025-10-03 10:21:58.501977,159.59,0.808
NSE:BELRISE-EQ,SHORT,2025-10-03 10:22:40.679817,159.80,2025-10-03 10:46:05.817915,158.69,0.660
NSE:BELRISE-EQ,LONG,2025-10-03 10:46:06.649712,158.82,2025-10-03 11:15:18.672779,159.84,0.668
NSE:BELRISE-EQ,LONG,2025-10-03 11:22:53.802415,159.64,2025-10-03 11:55:52.638105,160.75,0.683
NSE:BELRISE-EQ,LONG,2025-10-03 11:55:53.080856,160.75,2025-10-03 12:07:27.942431,161.84,0.681
NSE:BELRISE-EQ,LONG,2025-10-03 12:07:28.208528,161.84,2025-10-03 12:19:24.953510,163.00,0.667
NSE:BELRISE-EQ,SHORT,2025-10-03 12:19:34.245930,163.06,2025-10-03 12:27:17.205300,162.02,0.662
NSE:BELRISE-EQ,LONG,2025-10-03 12:27:20.176303,162.11,2025-10-03 12:45:19.309833,163.20,0.666
NSE:BELRISE-EQ,LONG,2025-10-03 13:48:12.382066,162.65,2025-10-03 14:09:19.644768,163.80,0.661
NSE:BELRISE-EQ,LONG,2025-10-03 14:09:55.870857,163.36,2025-10-03 14:42:09.916470,164.45,0.661
NSE:BELRISE-EQ,SHORT,2025-10-03 14:42:10.756985,164.41,2025-10-03 14:51:55.953868,163.31,0.699
NSE:AARTIDRUGS-EQ,SHORT,2025-10-03 09:35:01.314233,493.70,2025-10-03 09:50:04.882820,489.90,0.745
NSE:AARTIDRUGS-EQ,SHORT,2025-10-03 10:02:08.057836,492.20,2025-10-03 10:34:52.977124,488.70,0.660
NSE:AARTIDRUGS-EQ,LONG,2025-10-03 10:41:35.869662,488.00,2025-10-03 11:10:40.834317,490.70,0.698
NSE:AARTIDRUGS-EQ,LONG,2025-10-03 14:21:45.303166,488.00,2025-10-03 14:54:35.019842,491.40,0.687
NSE:AJMERA-EQ,LONG,2025-10-03 09:35:14.600259,1010.00,2025-10-03 09:44:04.206757,1014.20,0.664
NSE:AJMERA-EQ,SHORT,2025-10-03 09:44:11.003371,1014.20,2025-10-03 09:46:02.695726,1008.35,0.869
NSE:AJMERA-EQ,SHORT,2025-10-03 09:52:42.776603,1006.70,2025-10-03 10:21:34.099095,1000.15,0.667
NSE:AJMERA-EQ,LONG,2025-10-03 11:08:11.385758,998.05,2025-10-03 11:41:10.291550,1005.00,0.731
NSE:AJMERA-EQ,SHORT,2025-10-03 11:43:43.285967,1008.35,2025-10-03 12:16:12.944997,1000.85,0.685
NSE:AJMERA-EQ,LONG,2025-10-03 14:19:15.461566,992.40,2025-10-03 14:51:44.486405,1002.00,0.661
NSE:WAAREERTL-EQ,LONG,2025-10-03 09:36:39.792744,1056.30,2025-10-03 09:47:58.435728,1062.60,0.668
NSE:WAAREERTL-EQ,SHORT,2025-10-03 09:47:59.274041,1062.60,2025-10-03 09:58:10.582787,1055.00,0.743
NSE:WAAREERTL-EQ,SHORT,2025-10-03 09:58:14.177054,1054.40,2025-10-03 10:16:04.380526,1047.20,0.668
NSE:WAAREERTL-EQ,SHORT,2025-10-03 10:24:55.768510,1053.50,2025-10-03 10:48:49.375753,1046.60,0.674
NSE:RANEHOLDIN-EQ,SHORT,2025-10-03 09:41:12.995363,1653.10,2025-10-03 09:50:32.268549,1642.50,0.674
NSE:RANEHOLDIN-EQ,SHORT,2025-10-03 09:58:34.711872,1650.00,2025-10-03 10:30:33.900005,1642.00,0.671
NSE:RANEHOLDIN-EQ,LONG,2025-10-03 11:29:08.528732,1638.00,2025-10-03 12:02:06.886211,1646.60,0.687
NSE:RANEHOLDIN-EQ,LONG,2025-10-03 12:02:18.217560,1648.20,2025-10-03 12:35:14.375314,1663.30,1.310
NSE:RANEHOLDIN-EQ,SHORT,2025-10-03 12:35:30.418225,1677.70,2025-10-03 12:41:36.258566,1665.00,0.669
NSE:RANEHOLDIN-EQ,SHORT,2025-10-03 12:55:54.736809,1668.40,2025-10-03 13:28:47.564403,1658.10,0.761
NSE:RANEHOLDIN-EQ,LONG,2025-10-03 13:28:49.204033,1653.50,2025-10-03 13:44:56.639340,1662.90,0.851
NSE:RANEHOLDIN-EQ,LONG,2025-10-03 13:54:04.545811,1665.00,2025-10-03 14:06:25.444767,1675.40,0.664
NSE:RANEHOLDIN-EQ,SHORT,2025-10-03 14:06:30.265743,1675.40,2025-10-03 14:19:37.453110,1664.80,0.668
NSE:RANEHOLDIN-EQ,LONG,2025-10-03 14:19:45.566484,1664.80,2025-10-03 14:25:30.936405,1672.50,0.719
NSE:RANEHOLDIN-EQ,LONG,2025-10-03 14:25:35.011190,1672.50,2025-10-03 14:54:36.218315,1690.10,0.866
NSE:RENUKA-EQ,SHORT,2025-10-03 09:41:49.601282,30.28,2025-10-03 10:12:23.453073,30.09,0.661
NSE:RENUKA-EQ,LONG,2025-10-03 13:45:54.522491,30.23,2025-10-03 14:09:42.328350,30.45,0.661
NSE:IDEAFORGE-EQ,SHORT,2025-10-03 09:43:23.946338,512.15,2025-10-03 10:12:25.878373,509.00,0.678
NSE:IDEAFORGE-EQ,LONG,2025-10-03 12:13:17.332881,511.10,2025-10-03 12:46:16.246526,515.85,0.909
NSE:IDEAFORGE-EQ,LONG,2025-10-03 12:59:06.434164,513.10,2025-10-03 13:18:28.077365,516.95,0.662
NSE:IDEAFORGE-EQ,LONG,2025-10-03 13:45:52.054322,515.10,2025-10-03 14:03:38.760665,519.00,0.665
NSE:IDEAFORGE-EQ,SHORT,2025-10-03 14:03:39.994694,518.45,2025-10-03 14:11:13.732210,515.20,0.713
NSE:IDEAFORGE-EQ,LONG,2025-10-03 14:11:14.517724,515.20,2025-10-03 14:36:28.056221,518.40,0.743
NSE:IDEAFORGE-EQ,SHORT,2025-10-03 14:36:30.516888,518.45,2025-10-03 14:43:15.005639,515.20,0.670
NSE:PNB-EQ,LONG,2025-10-03 09:40:23.989191,112.59,2025-10-03 10:00:18.718676,113.33,0.684
NSE:PNB-EQ,LONG,2025-10-03 11:28:35.674329,112.68,2025-10-03 12:01:35.188062,113.42,0.675
NSE:PNB-EQ,LONG,2025-10-03 12:01:35.991949,113.50,2025-10-03 12:05:45.738022,114.35,0.736
NSE:PNB-EQ,LONG,2025-10-03 12:14:27.190163,114.10,2025-10-03 12:41:33.126934,114.85,0.662
NSE:ACI-EQ,LONG,2025-10-03 09:36:39.370927,690.00,2025-10-03 10:07:20.588035,694.60,0.678
NSE:ACI-EQ,LONG,2025-10-03 10:20:18.201822,691.20,2025-10-03 10:52:04.151605,695.20,0.673
NSE:ACI-EQ,LONG,2025-10-03 11:09:49.014870,694.30,2025-10-03 11:42:48.337954,698.80,0.681
NSE:ACI-EQ,LONG,2025-10-03 11:42:52.623619,698.80,2025-10-03 12:00:47.834003,703.45,0.701
NSE:ACI-EQ,SHORT,2025-10-03 12:00:49.068517,703.45,2025-10-03 12:33:13.491775,698.55,0.729
